Inicio
Theodore Evelyn Mosby
Marshall Eriksen
Lily Aldrin
Robin Scherbatsky
Barney Stinson
Tracy McConnell
Arthur Hobbs
Bilson
Brad Morris
Carl
Cindy
Claudia
Stuart
Hammond Druthers
James Stinson
Jerome Whittaker
Judy Eriksen
Marvin Eriksen Sr.
Marcus Eriksen
Marvin Eriksen Jr.
Karen
Kevin
Loretta Stinson
Mickey Aldrin
Nora
Patrice
Quinn Garvey
Ranjit
Robin Scherbatsky Sr.
Katie Scherbatsky
Sandy Rivers
Scooter
Stella Zinman
Victoria
Wendy
Virginia Mosby
Heather Mosby
Alfred Mosby
William Zabka
Zoey Pierson
